0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.013850870000002402e-01,7.723848638999999849e+00,5.887910840000000201e-01,1.127772870700000141e+01,8.017420420000000991e-01,1.104674557999999918e+00,4.977823063000000658e+00,4.786642488000000917e+00,6.619489082000000302e+00,9.659862500000000740e-02,3.710195860000000123e-01,4.782321282000000728e+00,1.257216460000000202e-01,4.544297701000001410e+00,2.795401013000000656e+00,5.312950050000000424e-01,1.772898724000000037e+00,3.966450343000000434e+00,5.391613105000001127e+00,9.822292300000000365e-02,4.281672600000000273e+00,4.281672599999999940e-02
6.081273860000000475e-01,6.860103972000000994e+00,5.850913490000000383e-01,9.637922592000002453e+00,7.350086869999999939e-01,7.611421690000003126e-01,4.543212268000000442e+00,4.322590518000000159e+00,5.656159179000000314e+00,6.327890100000001239e-02,3.544277050000000373e-01,4.026536326000001331e+00,1.104407400000000095e-01,4.338405617999999464e+00,2.843705250000000184e+00,4.544766280000001046e-01,1.526329447000000172e+00,3.617560743000000745e+00,5.003522102000000693e+00,1.381858659999999905e-01,3.957400371999999944e+00,3.957400372000000055e-02
7.033322650000000120e-01,6.827397730000002163e+00,6.253694120000000689e-01,9.987568616000002564e+00,7.607195359999999740e-01,9.213980180000000964e-01,4.417340370999999877e+00,4.368365807000000878e+00,5.865888537000000014e+00,7.068658400000002451e-02,3.205083310000000907e-01,4.268574256000000844e+00,1.090009400000000045e-01,4.105012119000000403e+00,3.318103150000000667e+00,4.634761040000001109e-01,1.562939883000000307e+00,3.541634923000000601e+00,5.084055342000000088e+00,1.450786400000000365e-01,4.095520730000000498e+00,4.095520730000000442e-02
5.340094060000000198e-01,7.272552563000002301e+00,7.062569650000001253e-01,9.666405192000000923e+00,8.088552450000001670e-01,9.006751690000002197e-01,4.583079564000001049e+00,4.495455895000001867e+00,5.581881276000000724e+00,8.505204100000003653e-02,3.058825230000000173e-01,4.377720778000000479e+00,1.116179409999999983e-01,4.048219605000000776e+00,3.173769968000000219e+00,4.403213630000000767e-01,1.537636318999999974e+00,3.437363090999999926e+00,5.077063715000000421e+00,1.579952420000000080e-01,4.176743929000000577e+00,4.176743929000000660e-02
4.414782080000000386e-01,6.596263826999999580e+00,6.282102149999999607e-01,9.603259724000000830e+00,6.434075040000000190e-01,9.680272370000001514e-01,4.785675309000001043e+00,4.396451693000000382e+00,5.700575919000001157e+00,4.844205699999999670e-02,2.817441820000000652e-01,3.801949147000000195e+00,1.151486470000000067e-01,4.292208933000000393e+00,3.062735034000000134e+00,4.142683460000000095e-01,1.556080512000000082e+00,3.599913630000000531e+00,5.163891599000000276e+00,1.070266029999999979e-01,3.830802924999999970e+00,3.830802925000000025e-02
5.982033550000001032e-01,6.248853726000000108e+00,6.134522650000000521e-01,9.324619962000001649e+00,7.939954020000000723e-01,9.617272010000001981e-01,4.764998455000000632e+00,4.393964192000001212e+00,5.505209491000000455e+00,6.091836799999998664e-02,2.923717210000000288e-01,3.772563863000001572e+00,1.082056029999999974e-01,4.306364196000000533e+00,2.824582567999999849e+00,4.433052170000000847e-01,1.480419766000000470e+00,3.213141192000000590e+00,5.090491013000001175e+00,1.303594299999999706e-01,4.106988813999999266e+00,4.106988813999999655e-02
4.698993459999999955e-01,6.092571680999999906e+00,5.623559209999999808e-01,9.003406656999999313e+00,7.684649980000001213e-01,9.054314340000001460e-01,4.882295360000000528e+00,4.386349353000000839e+00,5.237002931999999333e+00,1.014905230000000130e-01,2.532097920000001001e-01,3.752652149000000659e+00,1.046284520000000107e-01,3.847962066000001347e+00,2.367899761000000325e+00,4.819622470000001768e-01,1.498936217000000015e+00,3.098892747999999031e+00,5.178723156000001104e+00,1.746482450000000630e-01,4.028839893000000671e+00,4.028839893000000366e-02
4.603288400000000724e-01,6.308378066000000395e+00,6.004804960000000857e-01,8.980677249000001083e+00,7.255396230000001889e-01,1.080026146000000242e+00,5.036517990000000999e+00,4.362813586000000576e+00,5.275112660000001341e+00,8.576190699999998446e-02,2.397769879999999965e-01,3.547159648000000054e+00,1.011473420000000012e-01,3.938860474000001499e+00,2.073437812999999963e+00,4.922043229999999991e-01,1.497906230000000116e+00,3.167784602000000227e+00,5.335544178000000137e+00,1.505422950000000204e-01,3.614078678000000266e+00,3.614078678000000322e-02
